                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                   "x86_64-macos-24.10.1"                                 "CRMATH"                               "20250626"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                           surf_avg_omega            surf_avg_omega_div_omega_crit                           surf_avg_v_rot                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                             center_omega              center_omega_div_omega_crit                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4               log_total_angular_momentum                              num_retries                                num_iters                    total_torque_envelope 
                                     297                                      927                  1.9400621341305709E+005                  3.9663386261818485E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  3.0847006508227692E+000                  3.0489646219809485E-001                  7.8125568618581109E-008                  9.9999998184702532E-001                  9.9999995465280145E-001                  1.0000000000000000E+000                  7.8125568618581109E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0141303318675741E+000                 -3.3280286997904426E+001                 -2.6493141376389260E+000                  4.0141304261302571E+000                  1.0617233323273776E+000                  4.0136454681119584E+000                 -3.3280286997904426E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7014856208415976E+033                  6.7806296017010140E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3640519058733460E+000                  3.6453349655291101E+000                  6.1721683188235910E-001                  4.2036339635384143E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6444125890292725E+001                  8.2649802302814512E-001                  7.4574683920062883E+000                  6.1228325911565107E-001                  8.5481928983539979E-001                  1.2846672089293687E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0968027795665278E-001                  2.7001960159487026E-001                  1.4719375483329303E-003                  9.6421435360886480E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0988791050409814E+000                  2.7000691268093804E+000                 -9.8999999999999986E+001                                        0                                        6                  0.0000000000000000E+000 
                                     298                                      911                  1.9770789123981484E+005                  3.5683986175098110E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  4.5209884152987811E+000                  4.5182179384374566E-001                  7.8125567730402690E-008                  1.0000000000000000E+000                  9.9999491842077348E-001                  1.0000000000000000E+000                  7.8125567730402690E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6534094791402403E+000                 -3.4453316386834516E+001                 -3.1534872208565288E+000                  3.6534095468868517E+000                  8.6435803520100662E-001                  3.6527030216270253E+000                 -3.4453316386834516E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7248107693190268E+033                  5.7843374984452171E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2663671067239513E+000                  3.5072494127167189E+000                  7.4354365377495335E-001                  3.9509803197532265E+000                  0.0000000000000000E+000                  1.0020305161319919E-004                  7.8152309057004143E-001                  4.2071812508018371E+002                  1.6381961313892472E+001                  7.8846179754548351E-001                  7.4350680293325562E+000                  6.1225631372989042E-001                  8.5484346629438446E-001                  1.2845884878141474E+000                  1.5294865574002139E-004                  8.5086857854993980E-002                  7.0972879156160507E-001                  2.7001632097243422E-001                  1.7461304209972603E-003                  9.6426778114340958E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0986771053414373E+000                  2.7000796836738830E+000                  5.2319930278471752E+001                                        1                                       11                  9.8894117517156660E-066 
                                     299                                      891                  2.0066923350122105E+005                  3.4714886045017548E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  3.3074459272876915E+000                  3.3054127337414496E-001                  7.8125568396536504E-008                  1.0000000000000000E+000                  9.9999999999556366E-001                  1.0000000000000000E+000                  7.8125568396536504E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7719167929437090E+000                 -3.4061245143345829E+001                 -2.9791361324341272E+000                  3.7719168699863830E+000                  9.6652776748678959E-001                  3.7712364381974997E+000                 -3.4061245143345829E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0402590245991837E+033                  6.1590326515425366E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3296171633016627E+000                  3.6469355268142118E+000                  6.8688659766827687E-001                  4.0642944319665792E+000                  0.0000000000000000E+000                  1.1907200178782255E-004                  7.8462725620200258E-001                  4.4051593044005631E+002                  1.6401856328255288E+001                  7.9985190242358173E-001                  7.4428854238789635E+000                  6.1228707579167529E-001                  8.5481538439374283E-001                  1.2846775655168801E+000                  9.7924803185233945E-005                  5.3699106652050729E-002                  7.0967404506321441E-001                  2.7001930354179543E-001                  1.4238323067225136E-003                  9.6422252712765177E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0984751885174555E+000                  2.7000906811173007E+000                  5.2125059573823584E+001                                        1                                       10                  1.2200620707546246E-065 
                                     300                                      903                  2.0303830731034602E+005                  3.3745785914936981E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  3.5511722061064543E+000                  3.5500240192752508E-001                  7.8125569062670319E-008                  9.9999994169674489E-001                  9.9999986333440660E-001                  1.0000000000000000E+000                  7.8125569062670319E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6857011833454605E+000                 -3.4247328361172372E+001                 -3.0617321211249209E+000                  3.6857012610329289E+000                  9.5913128614666543E-001                  3.6848853108613504E+000                 -3.4247328361172372E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8063035873161996E+033                  5.8954612871699356E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3201635359524593E+000                  3.6326892926424530E+000                  6.9867073528080448E-001                  4.0407261567415240E+000                  0.0000000000000000E+000                  1.0808690866930698E-004                  7.2354111965498491E-001                  4.0355428197059553E+002                  1.6392666268565844E+001                  7.9467816966511873E-001                  7.4392235639784934E+000                  6.1230352054754611E-001                  8.5480088091620299E-001                  1.2847260234046673E+000                  1.1282736646612173E-004                  6.2248044779920908E-002                  7.0964422832854945E-001                  2.7002106529335101E-001                  1.2588090444529342E-003                  9.6419662343359483E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0983451576868122E+000                  2.7000983045708615E+000                  5.2189831912491755E+001                                        1                                        4                  1.1759123383663572E-065 
                                     301                                      897                  2.0493356635764599E+005                  3.2776685784856419E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  3.3037059810317473E+000                  3.2735312091093949E-001                  7.8125569062670319E-008                  9.9999994655526625E-001                  9.9999982319779912E-001                  1.0000000000000000E+000                  7.8125569062670319E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6568255441941662E+000                 -3.4246889770322987E+001                 -3.0621876962549912E+000                  3.6568256271355026E+000                  9.7587407066887288E-001                  3.6559192150958979E+000                 -3.4246889770322987E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7371762006004132E+033                  5.8431053256465278E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3192491479704058E+000                  3.6469840750895837E+000                  7.0764690246847750E-001                  4.0227738223661778E+000                  0.0000000000000000E+000                  1.0822838780334653E-004                  7.5337528302729606E-001                  4.1511593853623231E+002                  1.6394528307675159E+001                  7.9672051936852140E-001                  7.4391795097374294E+000                  6.1231781068768998E-001                  8.5478850795018091E-001                  1.2847685121294903E+000                  1.1233701420851328E-004                  6.1823166053897968E-002                  7.0961805023495972E-001                  2.7002275756399580E-001                  1.1191525674643108E-003                  9.6417213897918592E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0982490653342767E+000                  2.7001045139586299E+000                  5.2190806521560781E+001                                        1                                        4                  1.2200620707546246E-065 
                                     302                                      897                  2.0720787721440595E+005                  3.3568498245332665E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  3.1555886691382122E+000                  3.1295011286968888E-001                  7.8125569062670319E-008                  9.9999992658134507E-001                  9.9999983954920224E-001                  1.0000000000000000E+000                  7.8125569062670319E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6361911779559994E+000                 -3.4172437089548509E+001                 -3.0299751013771989E+000                  3.6361912716297664E+000                  1.0100959758395214E+000                  3.6351626804179027E+000                 -3.4172437089548509E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6695311153087146E+033                  5.8036059828019163E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3248038968071025E+000                  3.6683982127923387E+000                  7.0724447364646215E-001                  4.0235786800102087E+000                  0.0000000000000000E+000                  1.0788111237827654E-004                  7.5076132159537168E-001                  4.1307802795633501E+002                  1.6401503195003571E+001                  8.0242283810082704E-001                  7.4405540372255690E+000                  6.1233443175044988E-001                  8.5477437024814151E-001                  1.2848183496187131E+000                  1.0864015195156817E-004                  5.9384657820223591E-002                  7.0958726866526778E-001                  2.7002505691552875E-001                  9.6175715017404555E-004                  9.6413950458222441E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0981403036914879E+000                  2.7001126331558645E+000                  5.2174680808683341E+001                                        1                                        5                  1.2469674346814488E-065 
                                     303                                      897                  2.0993705024251790E+005                  3.4360310705808916E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  3.0330306862211254E+000                  3.0166356978468678E-001                  7.8125569062670319E-008                  9.9999993521871633E-001                  9.9999982685169642E-001                  1.0000000000000000E+000                  7.8125569062670319E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6039852784412325E+000                 -3.4067399385458117E+001                 -2.9848236702332613E+000                  3.6039853903786558E+000                  1.0523677298229197E+000                  3.6027641054058122E+000                 -3.4067399385458117E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6031881767300724E+033                  5.7147939015233196E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3274793583250037E+000                  3.6838881330574678E+000                  7.0963851074322326E-001                  4.0187906058166858E+000                  0.0000000000000000E+000                  1.0674065410135224E-004                  7.4887158622639782E-001                  4.1058844859601174E+002                  1.6411736934132019E+001                  8.1092244309726969E-001                  7.4424602235605803E+000                  6.1235317366967734E-001                  8.5475861843341971E-001                  1.2848748597205011E+000                  1.0911801379708261E-004                  5.9055153212187572E-002                  7.0955222428441744E-001                  2.7002824524124158E-001                  7.9014426658699228E-004                  9.6409514792197681E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0980202119123543E+000                  2.7001235480683237E+000                  5.2173387667816350E+001                                        1                                        5                  1.2720309992193668E-065 
                                     304                                      898                  2.1321205787625225E+005                  3.5152123166285163E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  2.8805116105294108E+000                  2.8544167367406115E-001                  7.8125569062670319E-008                  9.9999993791789488E-001                  9.9999983310880880E-001                  1.0000000000000000E+000                  7.8125569062670319E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719194862415447E+000                 -3.3860415878589514E+001                 -2.8963896116591759E+000                  3.5719196339737356E+000                  1.1140262970868846E+000                  3.5704036621200683E+000                 -3.3860415878589514E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5226555191726074E+033                  5.6311408485532230E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3320037864687340E+000                  3.7026086831823077E+000                  7.0994992951818181E-001                  4.0181677682667694E+000                  0.0000000000000000E+000                  1.0682659381801112E-004                  7.5140578291392657E-001                  4.1127629948602493E+002                  1.6429546632505719E+001                  8.2513554388762289E-001                  7.4462348388208532E+000                  6.1237465304424787E-001                  8.5474063912406495E-001                  1.2849397445196429E+000                  1.0918123147839179E-004                  5.8118478234300698E-002                  7.0951168689879507E-001                  2.7003313058701939E-001                  6.0174128864922826E-004                  9.6402820196232059E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0978874144945809E+000                  2.7001395259371113E+000                  5.2167124481912211E+001                                        1                                       10                  1.2993089076547729E-065 
                                     305                                      896                  2.1714206703673347E+005                  3.5943935626761410E+000                  1.0000000000000000E+001                  3.4298505910360667E+001                 -9.8999999999999986E+001                  2.7208889906997524E+000                  2.6951996753439644E-001                  7.8125569062670319E-008                  9.9999993791789488E-001                  9.9999983660045999E-001                  1.0000000000000000E+000                  7.8125569062670319E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5325640916466674E+000                 -3.3515849944812992E+001                 -2.7523295057347195E+000                  3.5325643170138115E+000                  1.1989773063660425E+000                  3.5305447639656435E+000                 -3.3515849944812992E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4161183599578618E+033                  5.5376552777823030E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3382462644590358E+000                  3.7222009845356285E+000                  7.0726112421424070E-001                  4.0235453788746511E+000                  0.0000000000000000E+000                  1.0788004299427737E-004                  7.5278384526451281E-001                  4.1273435886916394E+002                  1.6457424591113664E+001                  8.4703251564448290E-001                  7.4524189934815119E+000                  6.1239883704906839E-001                  8.5472020785546921E-001                  1.2850124888397896E+000                  1.1017692474681173E-004                  5.7175460094613086E-002                  7.0946553695691783E-001                  2.7004146276053675E-001                  4.0444676086300751E-004                  9.6391455574223739E-003                  3.4309646673614442E-003                  9.6450934782526341E-003                  7.0977430355094544E+000                  2.7001655137169887E+000                  5.2159536762122507E+001                                        1                                       10                  1.3315646056192384E-065 
